STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA ULA HUKUMET KONAGI
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4821
STATION COORDINATES     : 37.10550N-28.41390E
STATION ALTITUDE (m)    : 615
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 53979/101915
RECORD TIME             : 24/07/2017 06:59:22.000000 (GMT)
NUMBER OF DATA          : 5765
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.129938 (E-W) 0.119803 (U-D) 0.12578
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.006497     -0.006757    -0.006237
   -0.008576     -0.005457     0.007796
    0.000000     -0.011175    -0.008576
    0.008056     -0.018971     0.007796
    0.000520      0.005457     0.024428
   -0.010915      0.011954     0.008056
    0.009875     -0.010395    -0.012994
   -0.004418     -0.007796    -0.019231
   -0.010655      0.001299     0.001299
    0.011694      0.012734     0.017412
    0.001040      0.025208     0.006757
   -0.000780      0.000780    -0.007796
   -0.018971     -0.018971    -0.022609
   -0.012734     -0.013514    -0.028327
    0.005717     -0.007277    -0.013514
    0.009615      0.004418    -0.002859
    0.008316      0.010395     0.008576
    0.001299      0.011435     0.014293
   -0.017412      0.005717    -0.008056
   -0.011435     -0.015333    -0.034824
    0.019231     -0.020270    -0.036903
   -0.008056      0.009356    -0.009096
    0.002599      0.013254     0.016632
    0.003898      0.016112     0.025728
   -0.009096      0.021570     0.017412
    0.003898     -0.017412    -0.001299
   -0.012994     -0.022090    -0.014553
    0.005717     -0.012994    -0.015333
    0.004418      0.000520     0.006757
    0.000780      0.027287     0.009615
   -0.004418      0.004678    -0.006497
    0.000260     -0.008056    -0.014033
    0.000260     -0.006757    -0.016372
   -0.009615     -0.012734    -0.002339
    0.020270      0.003898     0.000000
   -0.008576      0.000780    -0.004938
    0.010135     -0.009356     0.006757
    0.008316      0.011435     0.003638
   -0.025468     -0.001559    -0.009096
    0.007277     -0.016372    -0.003378
   -0.010135      0.009356    -0.005717
    0.004418      0.006497    -0.002339
    0.016632      0.017152     0.025208
   -0.018451      0.010915     0.012214
