STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA BOZBURUN ILKOGRETIM OKULU
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4815
STATION COORDINATES     : 36.68860N-28.04600E
STATION ALTITUDE (m)    : 10
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 53997/101909
RECORD TIME             : 24/07/2017 06:59:27.000000 (GMT)
NUMBER OF DATA          : 5374
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.503382 (E-W) 0.349015 (U-D) 0.134876
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.005977     -0.045998    -0.014033
    0.002079     -0.004418     0.000520
   -0.003898      0.049117     0.021050
   -0.005977      0.044699     0.007536
   -0.005198      0.015333    -0.004418
   -0.015852     -0.026767    -0.004678
   -0.000520     -0.034564    -0.009096
    0.026248     -0.009356    -0.008576
    0.033264     -0.002079    -0.001559
    0.010395     -0.013773     0.000520
   -0.011954      0.002859     0.000780
   -0.053275      0.016632     0.007277
   -0.037422      0.023129     0.005717
    0.038462      0.049117     0.007017
    0.032745      0.018711    -0.001559
    0.004158     -0.049377    -0.015852
    0.004158     -0.057433    -0.008316
    0.007017     -0.009875    -0.003378
   -0.003378      0.013254     0.007536
   -0.023389      0.032225     0.003898
   -0.027027      0.038982    -0.000780
   -0.001819     -0.000260     0.009096
    0.028846     -0.024688    -0.014033
    0.029626     -0.021570    -0.003378
    0.004418      0.002079     0.009875
   -0.019231      0.009356    -0.009875
   -0.007796      0.002599    -0.001299
   -0.006757      0.002339     0.004418
   -0.010395     -0.008316     0.000260
    0.009356     -0.001819    -0.005977
    0.021830      0.009356    -0.001299
    0.009356     -0.001819     0.008056
   -0.011954      0.004418     0.001819
    0.004158      0.018711    -0.000520
   -0.003638     -0.011175    -0.000520
   -0.018191     -0.017672    -0.008576
   -0.003378     -0.000780    -0.005457
    0.010655     -0.003898     0.005717
    0.029886      0.005198     0.002079
    0.008316      0.010655     0.001559
   -0.026767      0.008056     0.003638
   -0.029626     -0.001819    -0.002079
    0.006237     -0.009615    -0.004938
    0.027807     -0.008836     0.000780
    0.009356     -0.001299    -0.003119
   -0.005457     -0.006757     0.000780
   -0.010915     -0.000260     0.006497
    0.001559      0.022609    -0.003638
   -0.009356      0.003638     0.004158
   -0.006757     -0.004158    -0.000780
    0.009096     -0.002599    -0.005457
    0.002339     -0.005977    -0.000520
    0.020790      0.005457     0.001819
    0.009356     -0.001299    -0.002079
   -0.025988     -0.012474    -0.005977
   -0.018451      0.002339     0.006757
    0.003378      0.029626     0.003119
    0.006497      0.018451     0.000780
    0.010915     -0.020270    -0.007796
    0.011435     -0.036903    -0.008576
    0.010655     -0.009875     0.004158
    0.001559      0.018451     0.000780
   -0.034304      0.015333    -0.001819
   -0.016632      0.016632     0.001040
    0.018971      0.010135     0.009356
    0.020011     -0.007277    -0.002339
    0.012474     -0.010395    -0.008056
   -0.019231     -0.008836    -0.003378
   -0.006757     -0.002859    -0.009096
    0.005717      0.008316     0.008056
   -0.013514      0.003378     0.002859
    0.007796      0.001040    -0.011175
    0.010655      0.010395     0.006757
    0.007017      0.010135     0.001040
    0.005457     -0.007536    -0.004418
   -0.012474     -0.020530    -0.000520
   -0.009356      0.009356    -0.003378
   -0.009875      0.022090     0.006757
    0.010135     -0.002079    -0.006757
    0.017932     -0.021050    -0.007796
   -0.011175     -0.025988     0.007277
    0.005198      0.016372    -0.003378
    0.001299      0.025728     0.003638
   -0.015852      0.001819     0.005977
    0.004158      0.013514    -0.002859
    0.004418     -0.001559    -0.003119
    0.011435     -0.015852    -0.003119
    0.003119     -0.017412    -0.003638
   -0.015333     -0.014813    -0.003898
   -0.006237      0.019491     0.005198
    0.003119      0.027547     0.005977
    0.004678      0.004678     0.005977
    0.001040     -0.008576    -0.004418
    0.010655     -0.014813    -0.008836
    0.005717     -0.008056     0.000520
   -0.006497      0.001819    -0.006497
   -0.001559      0.013254     0.004678
   -0.006497      0.015852     0.006237
   -0.009096     -0.011175    -0.008316
   -0.004938     -0.018451     0.003378
    0.009615      0.004938     0.003378
    0.022090      0.020790    -0.008056
    0.003638      0.005198     0.001559
    0.000000     -0.007277     0.002859
   -0.013773     -0.007536    -0.000780
   -0.027547     -0.017672     0.001299
    0.010655      0.009615    -0.004418
    0.008836      0.021830     0.001299
    0.003898      0.002859     0.000780
    0.024428     -0.002859    -0.002079
    0.002599     -0.014293     0.000000
   -0.021830     -0.003638    -0.003898
   -0.022609      0.004158     0.001819
   -0.005457      0.002339    -0.001299
    0.009875      0.003638    -0.002599
    0.023649     -0.003898     0.003898
    0.013514      0.013254    -0.001559
   -0.005977      0.014813     0.001299
   -0.014033     -0.010915     0.002599
   -0.020011     -0.021050    -0.006497
   -0.000260     -0.008316    -0.006237
    0.012214      0.015852     0.005457
    0.020011      0.017412     0.003898
    0.007277      0.007017    -0.000520
   -0.012474     -0.010135     0.005457
   -0.011694     -0.019231    -0.005457
   -0.008316      0.004158    -0.002599
    0.011954      0.026248     0.008056
    0.005198      0.005717    -0.002339
   -0.006497     -0.027807    -0.006237
   -0.002859     -0.014293     0.000000
    0.004418      0.014813     0.001819
    0.019231      0.014813     0.000260
    0.003119      0.006237    -0.000520
   -0.015852     -0.003119    -0.005717
   -0.019491     -0.009875     0.005198
    0.002859      0.006497     0.005977
    0.012994      0.002339    -0.007796
   -0.006757     -0.012474    -0.005717
    0.007536      0.006237     0.002079
    0.012214      0.015073     0.005977
    0.003898      0.000520    -0.003119
   -0.000260     -0.009096    -0.001819
   -0.016892     -0.005977     0.000260
   -0.014293      0.006757    -0.001040
   -0.002339      0.015852     0.001559
    0.011694     -0.004158    -0.004158
    0.023129     -0.009875    -0.003119
    0.007796      0.001559    -0.000260
   -0.014553     -0.009875     0.002339
   -0.011435     -0.003119    -0.003378
    0.002079      0.003898    -0.003898
    0.006237      0.005457     0.009356
   -0.002859      0.024948     0.002079
   -0.014553      0.010395    -0.003119
    0.005457     -0.014553     0.005198
    0.018191     -0.018971    -0.008056
    0.004158     -0.026248    -0.011435
   -0.004418     -0.004938     0.006497
   -0.007536      0.030406     0.002859
   -0.004678      0.027547     0.001040
   -0.011694      0.004938     0.012474
    0.010915      0.000260    -0.007017
    0.017412     -0.020530    -0.014813
   -0.016112     -0.033264     0.007017
    0.001299      0.008056    -0.004418
   -0.000780      0.021050    -0.003119
   -0.006757      0.007277     0.007796
    0.024169      0.001040    -0.007536
    0.006497     -0.009356     0.001299
   -0.021050     -0.002079     0.006237
   -0.021570      0.009615    -0.003638
   -0.009096      0.007796    -0.002079
    0.002339     -0.012214     0.001559
    0.023909     -0.020011    -0.013514
    0.032485     -0.005977    -0.008576
   -0.006497      0.013254     0.021830
   -0.018451      0.024688     0.002859
   -0.019751      0.015593    -0.007536
   -0.024169     -0.008056     0.004678
    0.006757     -0.048077    -0.018451
    0.034044     -0.018191    -0.011175
    0.026248      0.053535     0.020011
   -0.007796      0.036383     0.010655
   -0.025468     -0.010655    -0.001819
   -0.021830     -0.037162    -0.009356
   -0.005457     -0.038202    -0.015852
    0.019231      0.007017     0.001559
    0.023909      0.042620     0.013773
    0.005457      0.030925     0.009356
   -0.015073      0.007017     0.003638
   -0.011175     -0.017152    -0.008316
   -0.009615     -0.046258    -0.019491
   -0.012214     -0.034304    -0.004418
    0.020270      0.030665     0.010135
    0.027807      0.054834     0.005717
   -0.009615      0.015333     0.011175
   -0.023129     -0.014293    -0.003898
   -0.011954     -0.030665    -0.017672
    0.000520     -0.029626    -0.001819
    0.016632      0.008576     0.001040
    0.018711      0.034304     0.006237
    0.000780      0.010915     0.004678
   -0.017672     -0.011435    -0.003378
   -0.015073     -0.005717     0.001040
    0.004158     -0.003638    -0.004938
    0.007796     -0.004678    -0.001040
    0.008056     -0.000780    -0.000520
   -0.002079      0.008576    -0.001299
   -0.016112      0.012474     0.003898
    0.002859     -0.002339    -0.000780
    0.013514     -0.007277     0.000780
   -0.000260     -0.004678    -0.003119
   -0.002599     -0.003378    -0.000260
    0.003378      0.014293     0.004158
   -0.008576      0.002339    -0.003119
   -0.010395     -0.009875    -0.001559
    0.009356      0.005457     0.000000
    0.012474      0.000260    -0.002599
   -0.003119     -0.001299     0.001559
   -0.014293     -0.001040    -0.001559
   -0.003898     -0.003119    -0.005717
    0.009356      0.004418    -0.000260
    0.015852      0.005457    -0.002079
    0.002079      0.003638     0.002339
   -0.020530     -0.003378     0.000000
   -0.011954     -0.011175    -0.005457
    0.007796     -0.003898    -0.001559
    0.013773      0.007796     0.000260
    0.007536      0.009096     0.004678
   -0.004418      0.005457    -0.002859
   -0.010915     -0.005977    -0.003119
   -0.006757     -0.017412     0.002599
    0.005198     -0.004938    -0.000260
    0.011175      0.013773    -0.001040
    0.000000      0.009615    -0.002079
   -0.002859      0.001559     0.001040
   -0.000260     -0.005198     0.001819
   -0.004158     -0.008316     0.001819
    0.000000      0.004158     0.000260
    0.001299      0.000000    -0.005457
    0.003378     -0.010135    -0.000260
    0.005717      0.007536     0.001819
    0.005717      0.015852    -0.000520
    0.000520     -0.001299     0.002599
   -0.012734     -0.006237    -0.002079
   -0.005198     -0.001299    -0.004158
    0.000000     -0.008576     0.000520
   -0.006497     -0.010655     0.005717
    0.011435      0.015593     0.002079
    0.016372      0.021050    -0.004158
    0.004418      0.000780    -0.001299
   -0.002599     -0.013254    -0.002599
   -0.015073     -0.024948    -0.002339
   -0.012214     -0.011694    -0.007536
    0.001040      0.008836     0.001819
    0.017672      0.043140     0.020530
   -0.001040      0.033524     0.000780
   -0.029106     -0.041580    -0.010915
    0.012734     -0.041580    -0.009096
    0.041580     -0.002339    -0.009615
    0.011954      0.023129     0.007277
   -0.027547      0.042100     0.019491
   -0.038722     -0.001559     0.002339
   -0.010655     -0.040281    -0.018191
    0.011175     -0.016892    -0.007017
    0.021830      0.012214     0.003638
    0.019751      0.018711     0.010915
    0.012474      0.027807     0.010135
   -0.000520      0.022090    -0.004678
   -0.039501     -0.031965     0.003119
   -0.034304     -0.050156    -0.010395
    0.008576      0.000260    -0.017672
    0.025208      0.041580     0.016112
    0.028846      0.046258     0.014293
    0.009875      0.004158    -0.007536
   -0.020011     -0.038982    -0.010135
   -0.025728     -0.040021    -0.009356
   -0.005977     -0.013254    -0.007796
    0.014553      0.020790     0.005198
    0.008836      0.025988     0.019491
    0.003119      0.025988     0.004678
    0.003638      0.003378    -0.000520
   -0.000520     -0.029626    -0.000520
   -0.008056     -0.019751    -0.014293
   -0.015333     -0.012474    -0.003898
    0.004158      0.007277    -0.005977
    0.013254      0.021570    -0.013254
    0.012734      0.010135     0.000260
    0.014553      0.001040    -0.011694
   -0.007796     -0.033784    -0.025468
   -0.015073     -0.047038    -0.011435
    0.009096     -0.013773    -0.003898
    0.024169      0.005198     0.001559
    0.010395      0.004678     0.024688
   -0.000260      0.013773     0.029626
   -0.022349      0.007796     0.018451
   -0.025728      0.001819     0.020790
    0.008576      0.027547     0.014033
    0.009096      0.031445     0.003378
   -0.017672      0.019491    -0.000780
   -0.015593      0.007017    -0.017672
    0.007277     -0.007277    -0.028586
