STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA YERKESIK ORMAN ISLETME MUDURLUGU
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4808
STATION COORDINATES     : 37.13920N-28.28725E
STATION ALTITUDE (m)    : 661
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52623/101129
RECORD TIME             : 24/07/2017 06:59:24.000000 (GMT)
NUMBER OF DATA          : 5592
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.224014 (E-W) 0.199845 (U-D) 0.089917
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    0.006497     -0.004158    -0.002339
   -0.003638     -0.012214    -0.002859
    0.010655      0.003378     0.004158
   -0.035603      0.004938     0.002339
    0.007536      0.007796     0.000520
    0.004678      0.006757     0.002339
    0.023389     -0.006757    -0.008576
   -0.000520     -0.002599     0.003119
   -0.014813     -0.012214     0.001819
    0.004158      0.002859     0.008836
   -0.025988      0.000520    -0.002599
    0.014813      0.005457    -0.005198
   -0.005198      0.007536     0.004938
    0.020270     -0.005457     0.000000
   -0.000260     -0.002859     0.005457
   -0.009615     -0.003898    -0.003378
    0.007796      0.009096     0.006237
   -0.014293     -0.007277    -0.001040
    0.016632      0.000780    -0.002599
   -0.018971      0.002859     0.002859
    0.011435     -0.000260    -0.001040
   -0.003898      0.003638     0.002599
   -0.001040     -0.006757    -0.006757
    0.007277      0.006497     0.003898
   -0.012214     -0.008836    -0.002339
    0.012474      0.005457     0.001040
   -0.022609      0.002339    -0.000520
    0.010655     -0.001819    -0.007536
   -0.004938      0.004938     0.002339
    0.011175     -0.010915    -0.009875
   -0.004418     -0.000260     0.001559
   -0.014293     -0.005717     0.004418
    0.015852      0.012214     0.001819
   -0.015593      0.008056    -0.000520
    0.025728      0.000780    -0.002339
   -0.010395      0.001299     0.001299
    0.005457     -0.014813    -0.005977
   -0.011954     -0.002339     0.003119
   -0.016892     -0.001559    -0.000260
    0.017412      0.007796     0.002599
   -0.008316      0.004418     0.000520
    0.024688      0.001559    -0.001559
   -0.013773     -0.005977    -0.001040
    0.000780     -0.004418    -0.000260
   -0.017152      0.004678     0.009615
   -0.008836     -0.001559    -0.002339
    0.022869      0.009875    -0.001040
    0.005457     -0.001819    -0.003638
    0.018711      0.001819    -0.001299
   -0.025728     -0.011175    -0.001040
   -0.004418     -0.012734     0.003378
   -0.018451      0.005198     0.009615
    0.007796      0.006237    -0.003378
    0.020530      0.013773     0.002079
    0.006757     -0.006497    -0.007536
    0.017412     -0.001819     0.001040
   -0.029886     -0.007536     0.004938
   -0.004418     -0.005977    -0.000260
   -0.023909     -0.000260     0.002079
    0.010915      0.003119    -0.007017
    0.013773      0.019491     0.001299
    0.006237     -0.003119     0.000780
    0.017152     -0.001299     0.011954
   -0.020790     -0.007277    -0.001299
    0.006757     -0.001040    -0.010655
   -0.023389      0.007796     0.001040
    0.004158     -0.005198     0.003119
   -0.012734     -0.004418     0.009875
   -0.001299     -0.006237    -0.004678
    0.030406      0.014293    -0.000260
    0.000780      0.005198    -0.002339
    0.012474      0.000780     0.001819
   -0.037422     -0.003378     0.005717
    0.000780     -0.008316    -0.000520
    0.000520      0.002339     0.001299
    0.012474      0.000000    -0.006497
    0.014033      0.011694     0.004418
   -0.012994     -0.004418    -0.001040
    0.010135     -0.004938     0.005198
   -0.028327     -0.006757     0.000260
    0.009096     -0.002599    -0.004938
   -0.002079      0.013254     0.007277
    0.019491      0.008056    -0.002339
    0.016372      0.003119     0.004418
   -0.009875     -0.014293    -0.001559
   -0.001040     -0.004678    -0.006497
   -0.029366     -0.005457    -0.007536
    0.008316      0.003119     0.002339
